"dynasty_id","dynasty_name_tr","dynasty_name_ar","dynasty_name_en","parent_tribe_or_clan","ethnic_origin","region_primary","regions_all","capital_city","date_start_hijri","date_end_hijri","date_start_ce","date_end_ce","sub_branch","allied_dynasties","rival_dynasties","predecessor","successor","end_cause","migration_conquest_notes","chapter","notes","ethnic_tags","government_type","religious_orientation","importance_level","capital_lat","capital_lon","duration_years_approx","century_start","century_end","geographic_zone","region_center_lat","region_center_lon","region_bbox_n","region_bbox_s","region_bbox_e","region_bbox_w","governance_detail","religious_detail","military_system","economic_base","cultural_tags","historical_period","narrative_tr","narrative_en","key_contribution_tr","key_contribution_en","rise_reason_tr","fall_reason_tr","context_before_tr","context_after_tr"
"152","Pehlevîler","al-Bahlawiyyūn","The Pahlawīs","Pehlevî ailesi (Mazenderânlı askerî)","İranî","İran","Tahran; tüm İran","Tahran","1344","1399","1925","1979","","ABD; İngiltere","SSCB (geçici)","Kaçarlar","İran İslam Cumhuriyeti (1979 Devrimi)","1979 İslam Devrimi; Şah Muhammed Rızâ sürgüne gitti","Rızâ Han Kazak Tugayı komutanı; darbe ile iktidara geldi; modernleşme; oğlu Muhammed Rızâ Şah ABD müttefiki","Chapter 14: Persia after the Mongols","Son İran hanedanı; 2 şah; Rızâ Şah modernleşme; Muhammed Rızâ Şah Beyaz Devrim; 1953 CIA darbesi; 1979 İslam Devrimi; İran'ın son monarşisi","Karışık/Bilinmeyen","Hanedan/Beylik","","Normal","35.69","51.39","54","20","20","Moğol/Tatar Dünyası","34.5","69.2","38.0","30.0","72.0","60.0","Kabile Konfederasyonu","Sünnî Hanefî","Kabile Ordusu","Tarım","","Modern","Pehlevîler, Rızâ Şah'ın askeri darbesiyle kurulan İran'ın son hanedanıdır. Rızâ Şah radikal modernleşme ve sekülerleşme programı başlatırken, oğlu Muhammed Rızâ Şah'ın Beyaz Devrim'i ve 1953 CIA darbesi İran siyasi tarihinin en tartışmalı sayfalarını oluşturdu. 1979 İslam Devrimi'yle sona eren Pehlevî dönemi, İran tarihinin son monarşik çağıdır.","The Pahlavis were Iran's last dynasty, founded through Riżā Shāh's military coup. While Riżā Shāh launched a radical modernization and secularization program, his son Muḥammad Riżā Shāh's White Revolution and the 1953 CIA coup constitute the most controversial pages of Iranian political history. The Pahlavi era, ending with the 1979 Islamic Revolution, is Iran's last monarchic age.","İran'ın son hanedanı olarak radikal modernleşme programıyla geleneksel toplumsal yapıyı dönüştürdüler; 1979 Devrimi dünya tarihinin en önemli devrimlerinden biri oldu.","As Iran's last dynasty, they transformed the traditional social structure through radical modernization; the 1979 Revolution became one of the most important revolutions in world history.","Kaçar hanedanının zayıflaması ve İngiltere-Rusya rekabetinin İran'ı çıkmaza sürüklemesiyle Rızâ Han askeri darbe yaptı.","1979 İslam Devrimi; Şah Muhammed Rızâ sürgüne gönderildi; İran İslam Cumhuriyeti ilan edildi.","Kaçar dönemi İran'ı modernleşme ve sömürgecilik baskısı arasında sıkışmıştı.","İran İslam Cumhuriyeti kuruldu; Ortadoğu'nun siyasi dengelerini kökten değiştiren yeni bir aktör sahneye çıktı."
"153","Şeybânîler (Ebü'l-Hayrîler)","al-Shībāniyyūn / Abū 'l-Khayriyyūn","The Shībānids (Shaybanids) or Abū 'l-Khayrids","Şeybân b. Cuci kolu (Cengiz soyundan)","Türk-Moğol (Özbek)","Mâverâünnehir","Buhara; Semerkand; Herât; Belh; Taşkent; Hârezm","Semerkand → Buhara","c. 905","c. 1007","c. 1500","c. 1599","","","Timurlular; Safevîler; Kazak Hanları","Timurlular (Mâverâünnehir)","Cânîler (Tokaytimurîler/Aştarhânîler)","Son Şeybânî sultanının ölümü; Cânî hanedanı devraldı","Muhammed Şeybânî Han Timurlulardan Herât'ı aldı (c. 912/1507); Bâbür'ü Mâverâünnehir'den çıkardı; Safevî Şah İsmail tarafından öldürüldü (916/1510); Özbek adı bu konfederasyondan; sonraki Şeybânîler Buhara merkezli","Chapter 15: Central Asia after the Mongols","~100 yıl; Özbeklerin Mâverâünnehir'e yerleşmesi; Muhammed Şeybânî Han kilit figür; Safevî-Özbek rekabeti Horasan için; Abdullah Han II en güçlü sultan (d. 1006/1598); sikke bastılar","Türk|Moğol","Hanedan/Beylik","","Yüksek","39.65","66.96","99","15","16","Doğu İran/Mâverâünnehir","34.5","69.2","37.0","29.0","72.0","60.0","Merkezi İmparatorluk","Sünnî Hanefî","Karma Profesyonel","Tarım","","Erken Modern","Şeybânîler, Özbek Türk-Moğol boylarının Mâverâünnehir'e yerleşmesini sağlayan ve Timurlu mirasını devralan hanedandır. Muhammed Şeybânî Han'ın Herât'ı almasıyla Timurlu dönemine son verdiler; Safevîlerle sürekli rekabet İslam dünyasının Sünnî-Şiî eksenini pekiştirdi. Buhara ve Semerkand'da medrese geleneğini sürdürerek Orta Asya'nın İslami kimliğini korudular.","The Shībānids were the dynasty that facilitated the Uzbek Turco-Mongol tribes' settlement in Transoxiana, inheriting the Timurid legacy. Muhammad Shaybānī Khān ended the Timurid era by taking Herat; their continuous rivalry with the Safavids reinforced the Sunni-Shī'ī axis of the Islamic world. They preserved Central Asia's Islamic identity by maintaining the madrasa tradition in Bukhara and Samarkand.","Özbeklerin Mâverâünnehir'e yerleşmesini sağlayarak Orta Asya'nın etnik ve siyasi yapısını kalıcı olarak belirlediler.","They permanently determined Central Asia's ethnic and political structure by facilitating the Uzbek settlement in Transoxiana.","Altın Orda artıklarından gelen Özbek boylarının Timurlu zayıflığından yararlanarak Mâverâünnehir'i fethetmesiyle hanedan kuruldu.","Son Şeybânî sultanının ölümüyle Cânî hanedanı Buhara'yı devraldı.","Timurlu İmparatorluğu parçalanırken Mâverâünnehir kuzeyden gelen Özbek baskısına açık hale gelmişti.","Cânîler (Aştarhânîler) Buhara'da yeni bir hanedan kurdu; Safevî-Özbek rekabeti devam etti."
"154","Cânîler (Tokaytimurîler / Aştarhânîler)","al-Jāniyyūn / Tūqāy Temūriyyūn / Ashtarkhāniyyūn","The Toqay Temūrids or Jānids or Ashtarkhānids","Tokaytimur b. Cuci kolu (Cengiz soyundan); Astrahan bağlantısı","Türk-Moğol (Özbek)","Buhara Hanlığı","Buhara; Semerkand; Belh (kısmen); Mâverâünnehir","Buhara","c. 1007","c. 1160","c. 1599","c. 1747","","","Safevîler; Afşarlar (Nâdir Şah); Hive Hanları","Şeybânîler","Mangıtlar (Buhara Emîrliği)","Son Cânî han Nâdir Şah baskısıyla zayıfladı; Mangıtlar fiilen devraldı","Astrahan kökenli (Aştarhânî); Buhara'da ılımlı yönetim","Chapter 15: Central Asia after the Mongols","~150 yıl; Buhara Hanlığı olarak da bilinir; giderek zayıflayan merkezi otorite; Nâdir Şah Buhara'yı geçici olarak fethetti; sikke bastılar","Türk|Moğol","Hanedan/Beylik","","Normal","39.77","64.42","148","16","18","Moğol/Tatar Dünyası","25.0","67.0","28.0","23.0","72.0","62.0","Vasal Devlet","Sünnî Hanefî","Kabile Ordusu","Tarım","","Erken Modern","Cânîler, Buhara Hanlığı olarak da bilinen ve Mâverâünnehir'de Şeybânîlerin ardından 150 yıl hüküm süren Özbek hanedanıdır. Giderek zayıflayan merkezi otorite ve Nâdir Şah'ın baskısıyla çöktüler.","The Jānids, also known as the Bukhara Khanate, were an Uzbek dynasty that ruled Transoxiana for 150 years after the Shībānids. They collapsed through weakening central authority and Nādir Shāh's pressure.","Buhara'da medrese geleneğini sürdürerek Orta Asya'nın İslami eğitim merkezini korudular.","They preserved Central Asia's Islamic educational center by maintaining the madrasa tradition in Bukhara.","Şeybânî soyunun tükenmesiyle Tokaytimurlu/Aştarhânî kolundan hanlar Buhara tahtına geçti.","Nâdir Şah baskısı ve iç çekişmelerle zayıflayan hanedan Mangıtlara iktidarı bıraktı.","Şeybânî hanedanı sona ermiş; Buhara yeni bir hanedan arayışındaydı.","Mangıtlar (Buhara Emîrleri) Cengiz soyundan olmaksızın iktidarı devraldı; Buhara Rus protektorasına doğru ilerledi."
"155","Mangıtlar (Buhara Emîrleri)","al-Manghītiyyūn","The Mangīts","Mangıt kabilesi (Özbek)","Türk (Özbek)","Buhara Emîrliği","Buhara; Semerkand; Karşı; Şehr-i Sebz","Buhara","c. 1160","1339","c. 1747","1920","","","Hive Hanlığı; Hokand Hanlığı; Rusya İmparatorluğu","Cânîler","Sovyet Buhara Halk Cumhuriyeti (1920) → Özbekistan SSC","Kızıl Ordu Buhara'yı fethetti (Eylül 1920); son emir Âlim Han Afganistan'a kaçtı","Muhammed Rahîm Biy Mangıt kabilesinden; Cânîlerin yerini aldı; 'Emîr' unvanı (Han yerine); Rusya himayesi/protektorası (1868 sonrası)","Chapter 15: Central Asia after the Mongols","~170 yıl; Emîr unvanı; Cengiz soyundan değil; 1868 Rus protektorası; medrese geleneği sürdü; son emîr Âlim Han (d. 1944 Kâbil'de sürgünde); sikke bastılar","Türk","Emirlik","","Normal","39.77","64.42","173","18","20","Moğol/Tatar Dünyası","25.5","68.4","29.0","23.0","71.0","66.0","Kabile Konfederasyonu","Şiî İsmâilî (Fâtımî)","Kabile Ordusu","Tarım","","Sömürge","Mangıtlar, Buhara Emîrliği olarak bilinen ve Orta Asya'nın son bağımsız İslam devletlerinden birini yöneten Özbek hanedanıdır. Cengiz soyundan gelmeden 'Emîr' unvanıyla iktidarı sürdüren Mangıtlar, 1868'de Rus protektorasına girdiler ve 1920'de Kızıl Ordu tarafından yıkıldılar.","The Mangīts, ruling the Bukhara Emirate, governed one of Central Asia's last independent Islamic states as an Uzbek dynasty. Maintaining power with the 'Emīr' title without Genghiside descent, the Mangīts entered Russian protectorate in 1868 and were destroyed by the Red Army in 1920.","Orta Asya'da son bağımsız İslam devletlerinden birini yöneterek Buhara medrese geleneğini Rus sömürgeciliği dönemine kadar sürdürdüler.","They governed one of Central Asia's last independent Islamic states, maintaining Bukhara's madrasa tradition until the era of Russian colonialism.","Cânî hanedanının zayıflamasıyla Mangıt emîrleri fiili iktidarı ele geçirdi.","Kızıl Ordu Buhara'yı fethetti (Eylül 1920); son emîr sürgüne gitti.","Cânî hanedanı çökmüş; Buhara iç iktidar mücadelesiyle sarsılıyordu.","Sovyet Buhara Halk Cumhuriyeti ilan edildi; Orta Asya'nın geleneksel İslami yönetim biçimi sona erdi."
"156","Kongratlar (İnakîler / Hive Hanları)","al-Qungrātiyyūn / al-Ināqiyyūn","The Qungrats or Inaqids","Kongrat kabilesi (Özbek)","Türk (Özbek/Kongrat)","Hive Hanlığı (Hârezm)","Hive; Hârezm; Ürgenç","Hive","c. 1217","1339","c. 1804","1920","","","Buhara Emîrliği; Rusya; Türkmen kabileleri","Hârezm'deki çeşitli Cengiz soylu hanlar","Sovyet Hârezm Halk Cumhuriyeti (1920) → Türkmenistan/Özbekistan SSC","Kızıl Ordu Hive'yi fethetti (Şubat 1920); son han sürgün","İltuzer İnak Hive'de Kongrat hanedanını kurdu; 'Han' unvanını aldılar; Rus protektorası (1873)","Chapter 15: Central Asia after the Mongols","~115 yıl; Hive Hanlığı; Hârezm'in son bağımsız devleti; köle ticareti (Rusya müdahale sebebi); 1873 Rus protektorası; İç Han Kalesi UNESCO Miras; sikke bastılar","Türk","Hanlık","","Normal","41.38","60.36","116","19","20","Moğol/Tatar Dünyası","25.5","68.4","28.0","23.0","71.0","66.0","Kabile Konfederasyonu","Sünnî Hanefî","Kabile Ordusu","Tarım","","Sömürge","Kongratlar, Hive Hanlığı olarak bilinen Hârezm'in son bağımsız devletini yöneten Özbek hanedanıdır. Köle ticareti Rusya'nın müdahalesinin ana gerekçesi olurken, 1920'de Kızıl Ordu tarafından yıkıldılar.","The Qungrats governed the last independent state of Khwarazm, known as the Khanate of Khiva, as an Uzbek dynasty. While the slave trade became the main pretext for Russian intervention, they were destroyed by the Red Army in 1920.","Hârezm'in son bağımsız İslam devletini yöneterek kadim Hârezm medeniyetinin son siyasi temsilcisi oldular.","They governed the last independent Islamic state of Khwarazm, becoming the last political representative of ancient Khwarazmian civilization.","Hârezm'deki Cengiz soylu hanların zayıflamasıyla Kongrat emîrleri fiili iktidarı ele geçirdi.","Kızıl Ordu Hive'yi fethetti (Şubat 1920); son han tahttan indirildi.","Hârezm, çeşitli Cengiz soylu hanedanlar arasında el değiştirirken merkezi otorite zayıflamıştı.","Sovyet Hârezm Halk Cumhuriyeti ilan edildi; kadim Hârezm medeniyetinin bağımsız devlet geleneği sona erdi."
"157","Mingler (Hokand Hanları)","al-Mīngiyyūn","The Mings","Ming kabilesi (Özbek)","Türk (Özbek/Ming)","Fergana / Hokand Hanlığı","Hokand (Kokand); Fergana; Taşkent; Türkistan şehri; Kırgız toprakları","Hokand","c. 1122","1293","c. 1710","1876","","","Buhara Emîrliği; Rusya; Kırgız kabile beyleri","Çeşitli Fergana beyleri","Rus Türkistan Genel Valiliği (1876)","Rusya Fergana'yı doğrudan ilhak etti (1293/1876)","Şâhruh Biy Ming kabilesinden Fergana'da hanlık kurdu; 19. yüzyıl başında Taşkent ve geniş toprakları kontrol ettiler; Âlim Han ve Madali Han genişleme dönemi","Chapter 15: Central Asia after the Mongols","~165 yıl; Hokand Hanlığı olarak bilinir; Fergana vadisi tarımsal zenginliği; pamuk üretimi; 1876 Rus doğrudan ilhakı (Buhara/Hive'den farklı olarak); sikke bastılar","Türk","Hanlık","","Normal","40.53","70.94","166","18","19","Moğol/Tatar Dünyası","25.5","68.4","28.0","24.0","70.0","67.0","Vasal Devlet","Sünnî Hanefî","Karma Profesyonel","Ticaret/Transit","","Erken Modern","Mingler, Fergana vadisinde Hokand Hanlığı'nı kurarak Orta Asya'nın en son bağımsızlaşan İslam devletlerinden birini yönettiler. Pamuk üretimi ve İpek Yolu ticaretinin zenginliğiyle güçlenen hanlık, 1876'da Rus ilhakıyla sona erdi.","The Mings established the Khanate of Kokand in the Ferghana Valley, governing one of the last Islamic states to achieve independence in Central Asia. Strengthened by the wealth of cotton production and Silk Road trade, the khanate ended with Russian annexation in 1876.","Fergana vadisinde pamuk üretimi ve ticaretle güçlü bir ekonomik temel kuran son bağımsız Orta Asya hanlığıdır.","They were the last independent Central Asian khanate that established a strong economic base through cotton production and trade in the Ferghana Valley.","Fergana vadisindeki yerel beylerin siyasi birliği ve tarımsal zenginlik hanlığın kurulmasını sağladı.","Rusya Fergana'yı doğrudan ilhak etti (1876); Orta Asya'nın bağımsız İslami yönetim dönemi kapandı.","Çeşitli Fergana beyleri arasında siyasi parçalanma sürerken, Rusya güneye doğru yayılıyordu.","Rus Türkistan Genel Valiliği kuruldu; Fergana vadisi Rus sömürge ekonomisinin pamuk üretim merkezi haline geldi."
"158","Gazneliler","al-Ghaznawiyyūn","The Ghaznawids","Türk gulâm ailesi","Türk","Afganistan ve Kuzey Hindistan","Gazne; Lahor; Horasan (erken); Pencap","Gazne → Lahor","366","582","977","1186","","Abbâsîler","Sâmânîler; Selçuklular; Gurlular","Sâmânî gulâm valileri","Gurlular (Lahor'u aldı 582/1186)","Gurlu Muizzeddîn Muhammed Lahor'u aldı (582/1186)","Sebüktegin Sâmânî gulâmı → Gazne valisi; Mahmud Hindistan'a 17 sefer; Somnath tapınağı yağması; Selçuklulara Dandanakan'da yenildi (431/1040) → Hindistan'a çekildi","Chapter 16: Afghanistan and the Indian Subcontinent","~210 yıl; Sultan Mahmud en önemlisi; Firdevsî Şehnâme; Bîrûnî; Hindistan seferleri; Sünnî İslam savunuculuğu; sikke bastılar","Türk","Hanedan/Beylik","Sünnî","Normal","33.55","68.42","209","10","12","Güney Asya","30.0","70.0","35.0","24.0","77.0","60.0","Gulâm/Köle Hanedanı","Sünnî Hanefî","Gulâm/Memlûk Sistemi","Haraç/Vergi","Mimari","Selçuklu Çağı","Gazneliler, Sâmânî gulâm valiliğinden bağımsızlaşarak Afganistan'dan Kuzey Hindistan'a uzanan güçlü bir imparatorluk kuran Türk hanedanıdır. Sultan Mahmud, Hindistan'a on yedi sefer düzenleyerek İslam'ın alt kıtadaki yayılışının ilk büyük dalgasını başlattı. Firdevsî'nin Şehnâme'sini himaye eden ve Bîrûnî gibi evrensel bilginleri sarayında barındıran Mahmud, İslam tarihinin en çelişkili hükümdarlarından biridir.","The Ghaznavids were a Turkic dynasty that gained independence from Samanid ghulam governorship, establishing a powerful empire from Afghanistan to northern India. Sultan Mahmud launched seventeen campaigns into India, initiating the first great wave of Islam's spread in the subcontinent. Patronizing Ferdowsi's Shahnameh and hosting universal scholars like Bīrūnī, Mahmud is one of Islamic history's most contradictory rulers.","Sultan Mahmud'un Hindistan seferleriyle İslam'ın alt kıtadaki yayılışını başlattılar ve Firdevsî'nin Şehnâme'sini himaye ettiler.","They initiated Islam's spread in the subcontinent through Sultan Mahmud's Indian campaigns and patronized Ferdowsi's Shahnameh.","Sâmânî gulâm valiliğinden Sebüktekin'in bağımsızlaşması ve oğlu Mahmud'un askeri dehasıyla imparatorluk kuruldu.","Gurlu Muizzeddîn Muhammed Lahor'u aldı (1186); Gazneli devleti sona erdi.","Sâmânîler çökerken gulâm komutanlar bağımsızlaşıyordu; Hindistan henüz büyük ölçüde İslam'ın dışındaydı.","Gurlular Gazneli mirasını devralarak Hindistan'a İslam'ın kalıcı girişini sağladı; Delhi Sultanlığı bu temeller üzerine kuruldu."
"159","Gurlular (Gûrîler)","al-Ghūriyyūn","The Ghūrids","Şensebânî/Gûr Tâcik ailesi","İranî (Tâcik)","Afganistan ve Kuzey Hindistan","Gûr (Fîrûzkûh); Gazne; Lahor; Delhi; Bâmiyân; Tohâristân; Bedehşân","Fîrûzkûh; Gazne","c. 390","612","c. 1000","1215","1. Gûr ve Gazne ana kolu; 2. Bâmiyân, Tohâristân ve Bedehşân kolu","","Gazneliler; Hârezmşahlar; Karahitaylar","Gazneliler","Delhi Sultanlığı (Hindistan); Hârezmşah fethi (Horasan)","Hârezmşah baskısı; son sultanın ölümü","Alâeddîn Cihânsûz Gazne'yi yaktı ('cihânsûz' = dünya yakıcı); Muizzeddîn Muhammed Kuzey Hindistan'ı fethetti; gulâmı Kutbeddîn Aybeg Delhi'de bağımsız","Chapter 16: Afghanistan and the Indian Subcontinent","2 kol; İslam'ın Hindistan'a kalıcı girişi; Muizzeddîn Muhammed Tarain Savaşı (588/1192); Minaretü'l-İslam (Delhi); sikke bastılar","İranî","Hanedan/Beylik","","Normal","33.55","68.42","215","10","13","Güney Asya","28.6","77.2","35.0","8.0","88.0","68.0","Merkezi İmparatorluk","Sünnî Hanefî","İktâ Sistemi","Haraç/Vergi","UNESCO Miras;Mimari;Edebiyat","Selçuklu Çağı","Gurlular, Afganistan'ın dağlık Gur bölgesinden çıkarak Hindistan'a İslam'ın kalıcı girişini sağlayan İranî hanedandır. Muizzeddîn Muhammed'in Tarain Savaşı zaferi (1192) Kuzey Hindistan'ı İslam dünyasına açarken, Câm Minaresi gibi mimari başyapıtlar bıraktılar.","The Ghūrids were an Iranian dynasty emerging from Afghanistan's mountainous Ghur region, ensuring Islam's permanent entry into India. Mu'izz al-Dīn's victory at the Battle of Tarain (1192) opened northern India to the Islamic world, while they left masterpieces like the Minaret of Jam.","Tarain Savaşı zaferiyle Hindistan'a İslam'ın kalıcı girişini sağlayarak Delhi Sultanlığı'nın temellerini attılar.","They laid the foundations of the Delhi Sultanate by ensuring Islam's permanent entry into India through the Battle of Tarain.","Gaznelilerin zayıflamasıyla Gur dağ beyleri bağımsızlaşarak güçlü bir askeri devlet kurdu.","Hârezmşah baskısı ve son sultanın ölümüyle hanedan sona erdi; Hindistan'daki gulâm valileri bağımsızlaştı.","Gazneli İmparatorluğu çökerken Afganistan ve Hindistan'da güç boşluğu oluşmuştu.","Hindistan'daki Gurlu gulâm valileri Delhi Sultanlığı'nı kurarak alt kıtada İslam medeniyetinin temelini attılar."
"160","Delhi Sultanları","Salātīn Dihlī","The Delhi Sultans","Çeşitli Türk, Halcî, Afgan kökenli","Türk; Halcî; Afgan (Lodi/Sûrî)","Kuzey Hindistan","Delhi; Agra; Devagiri (geçici); Bengal; Dekkan (geçici)","Delhi","602","c. 962","1206","c. 1555","1. Muizzî/Şemsî Köle Sultanları; 2. Halcîler; 3. Tuğluklular; 4. Seyyidler; 5. Lodîler; 6. Sûrîler","","Moğollar; Timurlular; Bâbürlüler; yerel Hindu racalar","Gurlular (gulâm valileri)","Bâbürlüler (Pânîpat 932/1526)","Bâbür Pânîpat'ta son Lodî sultanını yendi (932/1526); Sûrîler kısa aradan sonra Humâyûn geri döndü","6 farklı hanedan; 320+ yıl; Kuzey Hindistan'ın İslamlaşması; Alâeddîn Halcî Moğol istilasını durdurdu; Muhammed b. Tuğluk tartışmalı reformlar; Firûz Şâh imar; Timur Delhi'yi yağmaladı (801/1398)","Chapter 16: Afghanistan and the Indian Subcontinent","EN ÖNEMLİ — 6 alt hanedan; Hindistan İslam medeniyetinin temeli; Delhi mimari mirası; İbn Battuta ziyareti; sikke bastılar","Türk|Afgan","Sultanlık","","Kritik","28.61","77.21","349","13","16","Güney Asya","28.6","77.2","35.0","20.0","84.0","68.0","Merkezi İmparatorluk","Sünnî Hanefî","İktâ Sistemi","Haraç/Vergi","Mimari","Timurlu","Delhi Sultanlığı, altı farklı hanedanın yönetiminde üç asrı aşkın sürede Kuzey Hindistan'da İslam medeniyetinin temellerini atan ve alt kıtanın siyasi-kültürel haritasını kalıcı olarak değiştiren devlettir. Gulâm (Memlûk), Halcî, Tuğluklu, Seyyid ve Lodî hanedanları birbirini izlerken, Delhi dünyanın en büyük şehirlerinden birine dönüştü. İbn Battuta'nın ziyaret ettiği görkemli saray, Halcî döneminde Moğol istilalarının başarıyla savuşturulması ve Tuğluklu Muhammed bin Tuğluk'un çelişkili ama vizyoner reformları bu dönemin öne çıkan sayfalarıdır. Delhi mimari mirası — Kutub Minar'dan Tuğlukâbâd'a — İslam sanatının Hindistan'daki özgün yorumunu yansıtır.","The Delhi Sultanate was the state that laid the foundations of Islamic civilization in northern India under six different dynasties over three centuries, permanently changing the subcontinent's political-cultural map. As the Ghulam (Mamluk), Khalji, Tughluq, Sayyid, and Lodi dynasties succeeded each other, Delhi became one of the world's largest cities. The magnificent court visited by Ibn Battuta, the successful repulsion of Mongol invasions during the Khalji period, and Tughluq Muhammad bin Tughluq's contradictory but visionary reforms are prominent pages of this era. Delhi's architectural legacy — from the Qutb Minar to Tughluqabad — reflects the original interpretation of Islamic art in India.","Hindistan alt kıtasında İslam medeniyetinin temellerini atarak Delhi'yi dünyanın en büyük şehirlerinden birine dönüştürdüler ve Moğol istilasını başarıyla savuşturdular.","They laid the foundations of Islamic civilization in the Indian subcontinent, transforming Delhi into one of the world's largest cities and successfully repelling the Mongol invasion.","Gurlu gulâm komutanlarının Kuzey Hindistan'da bağımsızlaşması ve Aybek'in Delhi'de sultanlık ilan etmesiyle devlet kuruldu.","Bâbür Pânîpat'ta son Lodî sultanını yenerek (1526) Delhi Sultanlığı dönemine son verdi.","Gurlular Kuzey Hindistan'ı fethetmiş; gulâm valileri fiili bağımsızlık kazanmıştı; Hindistan'da İslam henüz yüzeysel bir varlıktı.","Bâbürlüler Delhi Sultanlığı mirasını devralarak alt kıtada İslam medeniyetinin en görkemli dönemini başlattılar."
"161","Bengal Sultanları ve Valileri","Salātīn wa-Hukkām Bangāla","The Governors and Sultans of Bengal","Çeşitli: Delhi valileri, İlyâs Şâhîler, Habeşîler, Seyyidler, Sûrîler","Türk; Habeşî; Afgan; İranî","Bengal","Leknavtî (Gour); Pandua; Dakka; Sonârgâon","Leknavtî; Pandua; Gour","c. 599","c. 984","c. 1203","c. 1576","1. Delhi valileri; 2. Belbân kolu; 3. İlyâs Şâh kolu; 4. Râcâ Ganeş kolu; 5. İlyâs Şâh (restorasyon); 6. Habeşî hakimiyeti; 7. Seyyid Hüseyin Şâh kolu; 8. Sûrîler; 9. Kererânîler","","Delhi Sultanları; Bâbürlüler","Gurlu/Delhi fetihleri","Bâbürlü Ekber ilhakı","Bâbürlü Ekber Bengal'i ilhak etti (c. 984/1576)","9 farklı kol/hanedan; Bengal İslam medeniyetinin oluşumu","Chapter 16: Afghanistan and the Indian Subcontinent","9 kol; ~370 yıl; Bengal İslam kültürü; Habeşî (Etiyopyalı) hakimiyet dönemi nadir; Hüseyin Şâh dönemi zirve; sikke bastılar","Türk|Afgan|Diğer","Sultanlık|Şahlık","","Yüksek","24.18","88.27","373","13","16","Güney Asya","24.5","88.5","26.5","21.0","92.0","86.0","Vasal Devlet","Sünnî Hanefî","İktâ Sistemi","Tarım","Mimari","Timurlu","Bengal Sultanları, Kuzey Hindistan'dan bağımsızlaşarak Bengal'de 370 yıl boyunca dokuz farklı kolda hüküm süren ve Güney Asya'nın en zengin bölgelerinden birini yöneten hanedanlardır. Habeşî (Etiyopyalı) hakimiyet dönemi İslam tarihinde nadir görülen bir etnik çeşitlilik örneği sunarken, Hüseyin Şâh dönemi Bengal İslam kültürünün zirvesini temsil eder. Bâbürlü Ekber'in ilhakıyla sona erdiler.","The Bengal Sultans and Governors were dynasties that ruled Bengal for 370 years in nine different branches after gaining independence from northern India, governing one of South Asia's wealthiest regions. The Abyssinian (Ethiopian) period of rule presents a rare example of ethnic diversity in Islamic history, while the Husayn Shāh era represents the pinnacle of Bengali Islamic culture. They ended with Mughal Akbar's annexation.","Güney Asya'nın en zengin bölgesinde İslam medeniyetinin kökleşmesini sağlayarak Habeşî hakimiyetiyle benzersiz bir etnik çeşitlilik örneği sundular.","They ensured the rooting of Islamic civilization in South Asia's wealthiest region, presenting a unique example of ethnic diversity through the Abyssinian period.","Gurlu/Delhi fetihleri Bengal'i İslam dünyasına dahil etti; uzaklık ve yerel zenginlik valilerin bağımsızlaşmasını kolaylaştırdı.","Bâbürlü Ekber Bengal'i ilhak etti (c. 1576); bölge Bâbürlü eyalet yönetimine geçti.","Delhi Sultanlığı'nın doğu sınırında Bengal, yarı-bağımsız bir yönetim geleneği geliştirmişti.","Bâbürlü yönetimi altında Bengal daha da zenginleşti; ancak 1757 Plassey Savaşı İngiliz sömürgeciliğinin başlangıcını işaret etti."
