person_id,dynasty_id,dynasty_name,sub_branch,full_name_original,short_name,kunya,nasab,laqab,title,role,reign_start_hijri,reign_end_hijri,reign_start_ce,reign_end_ce,death_date_hijri,death_date_ce,death_type,parent_tribe,region,predecessor_ruler,successor_ruler,relationship_to_prev,notes,historical_period,religious_detail,reign_duration_years,reign_order,death_category,geographic_zone,ethnic_tags,governance_detail,capital_lat,capital_lon,century_active,is_founder,is_last_ruler,succession_type
33-004,33,Şihâb Emirleri,,Bashīr II b. Qāsim b. Mulhim,Beşir II,,b. Qāsim,,Amīr,Emir,1203,1256,1788,1840,,,,Arap (Marunî),Lübnan,Yūsuf,Beşir III,,En önemli Şihâb; Mehmed Ali ile işbirliği; Napolyon sonrası politika; 1840'ta düştü,Erken Modern,Sünnî (Dürzî/Mârûnî etkili),52,4,Bilinmiyor,Mısır/Şam,Arap,Vasal Devlet,33.79,35.57,19,Hayır,Hayır,
33-005,33,Şihâb Emirleri,,Bashīr III b. Qāsim b. 'Umar,Beşir III,,b. Qāsim b. 'Umar,,Amīr,Emir,1256,1257,1840,1842,,,,Arap,Lübnan,Beşir II,— (Osmanlı doğrudan yönetimi),,Son Şihâb emiri; müttefik himayesinde; Osmanlı doğrudan yönetimi (1257/1842),Erken Modern,Sünnî (Dürzî/Mârûnî etkili),2,5,Bilinmiyor,Mısır/Şam,Arap,Vasal Devlet,33.79,35.57,19,Hayır,Evet,
34-001,34,Kavalalı Mehmed Ali Hanedanı,,Muhammad 'Alī Pasha,Kavalalı Mehmed Ali Paşa,,,,Vali / Paşa,Valisi (fiili hükümdar),1220,1264,1805,1848,,,,Arnavut,Mısır,—,İbrahim Paşa,—,Kurucu; Memlûkleri katletti (1226/1811); Sudan seferi; Vehhâbî devletini yıktı; batılılaşma; ordu/eğitim reformu; Suriye seferi (İbrahim),Sömürge,Şiî İsnâaşerî,43,1,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,19,Evet,Hayır,Kurucu
34-002,34,Kavalalı Mehmed Ali Hanedanı,,Ibrāhīm Pasha b. Muhammad 'Alī,İbrahim Paşa,,b. Muhammad 'Alī,,Vali,Vali,1264,1264,1848,1848,,,,Arnavut/Türk,Mısır,Mehmed Ali,Abbas Hilmi I,oğlu,"Babasından birkaç ay sonra öldü; askerî deha; Mora, Suriye seferleri",Sömürge,Şiî İsnâaşerî,0,2,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,19,Hayır,Hayır,Babadan Oğula
34-003,34,Kavalalı Mehmed Ali Hanedanı,,'Abbās Hilmī I Pasha b. Tūsūn Pasha,Abbas Hilmi I,,b. Tūsūn,,Vali,Vali,1264,1270,1848,1854,,,,,Mısır,İbrahim Paşa,Said Paşa,torunu (Mehmed Ali'nin),,Sömürge,Şiî İsnâaşerî,6,3,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,19,Hayır,Hayır,Torun
34-004,34,Kavalalı Mehmed Ali Hanedanı,,Ismā'īl Pasha b. Ibrāhīm,İsmail Paşa,,b. Ibrāhīm,,Hidiv (1867'den),Hidiv,1280,1296,1863,1879,1312,1895,d. 1312/1895,,Mısır,Said Paşa,Tevfik,oğlu,Hidiv unvanını aldı (1284/1867); Süveyş Kanalı; Habeşistan/Sudan seferleri; mali çöküş,Sömürge,Şiî İsnâaşerî,16,4,Doğal Ölüm,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,19,Hayır,Hayır,Babadan Oğula
34-005,34,Kavalalı Mehmed Ali Hanedanı,,Muhammad Tawfīq b. Ismā'īl,Tevfik Paşa,,b. Ismā'īl,,Hidiv,Hidiv,1296,1309,1879,1892,,,,,Mısır,İsmail Paşa,Abbas Hilmi II,oğlu,Urâbî Paşa isyanı (1299/1882); İngiliz işgali,Sömürge,Şiî İsnâaşerî,13,5,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,19,Hayır,Hayır,Babadan Oğula
34-006,34,Kavalalı Mehmed Ali Hanedanı,,'Abbās Hilmī II b. Tawfīq,Abbas Hilmi II,,b. Tawfīq,,Hidiv,Hidiv,1309,1333,1892,1914,1364,1944,d. 1364/1944,,Mısır,Tevfik Paşa,Hüseyin Kāmil,oğlu,İngiliz Himayesi ilan edilince tahttan indirildi (1333/1914),Sömürge,Şiî İsnâaşerî,22,6,Doğal Ölüm,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,20,Hayır,Hayır,Babadan Oğula
34-007,34,Kavalalı Mehmed Ali Hanedanı,,Husayn Kāmil b. Ismā'īl,Hüseyin Kâmil,,b. Ismā'īl,,Sultān,Sultan,1333,1335,1914,1917,1335,1917,d.,,Mısır,Abbas Hilmi II,Fu'ād I,amcası (Abbas II'nin),Sultan unvanı,Sömürge,Şiî İsnâaşerî,3,7,Doğal Ölüm,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,20,Hayır,Hayır,Amca/Yeğen
34-008,34,Kavalalı Mehmed Ali Hanedanı,,Ahmad Fu'ād I b. Ismā'īl,Kral Fu'ād I,,b. Ismā'īl,,Sultān → Kral (1340/1922),Kral,1335,1355,1917,1936,,,o,,Mısır,Hüseyin Kâmil,Fârûk,kardeşi,1340/1922 Kral unvanı; İngiliz Himayesi sona erdi; Vefd Partisi mücadelesi; sikke bastı (o),Sömürge,Şiî İsnâaşerî,19,8,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,20,Hayır,Hayır,Kardeş
34-009,34,Kavalalı Mehmed Ali Hanedanı,,Fārūq b. Fu'ād I,Kral Fârûk,,b. Fu'ād I,,Kral,Kral,1355,1371,1936,1952,1384,1965,d. 1384/1965 (sürgünde),,Mısır,Fu'ād I,Fu'ād II,oğlu,1948 Arap-İsrail savaşı başarısızlığı; yolsuzluk; 1952 Hür Subaylar darbesiyle tahttan çekildi,Sömürge,Şiî İsnâaşerî,16,9,Sürgünde Ölüm,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,20,Hayır,Hayır,Babadan Oğula
34-010,34,Kavalalı Mehmed Ali Hanedanı,,Ahmad Fu'ād II b. Fārūq,Fu'ād II,,b. Fārūq,,Kral (nominal),Kral,1371,1372,1952,1953,,,,,Mısır,Fârûk,— (Cumhuriyet),oğlu,Bebek kral; naiplik altında; monarşi Haziran 1953'te kaldırıldı,Sömürge,Şiî İsnâaşerî,1,10,Bilinmiyor,Mısır/Şam,Türk,Vasal Devlet,30.04,31.24,20,Hayır,Evet,Babadan Oğula
35-001,35,Hamdânîler,1. Musul ve Cezire kolu,"al-Hasan b. 'Abdallāh b. Hamdān, Abū Muhammad Nāsir al-Dawla",Nāsir al-Dawla,Abū Muhammad,b. 'Abdallāh b. Hamdān,Nāsir al-Dawla,Amīr,Emir,317,358,929,969,358,969,d.,Tağlib,Musul,—,'Uddat al-Dawla Abū Taghlib,—,Musul kolunun kurucusu; Abbâsî Emîrü'l-ümerâsı; sikke bastı (o),Geç Abbâsî,Sünnî Hanefî,40,1,Doğal Ölüm,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Evet,Hayır,Kurucu
35-002,35,Hamdânîler,1. Musul ve Cezire kolu,"Abū Taghlib al-Ghaddānfar b. Nāsir al-Dawla, 'Uddat al-Dawla",Abū Taghlib,,b. Nāsir al-Dawla,'Uddat al-Dawla,Amīr,Emir,358,369,969,979,369,979,k.,Tağlib,Musul/Cezire,Nāsir al-Dawla,(Büveyhî/'Ukaylî),oğlu,Büveyhî baskısıyla Musul'u kaybetti; öldürüldü,Geç Abbâsî,Sünnî Hanefî,10,2,Öldürüldü,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Hayır,Hayır,Babadan Oğula
35-003,35,Hamdânîler,1. Musul ve Cezire kolu,"Ibrāhīm b. Nāsir al-Dawla, Abu 'l-Qāsim",Ibrāhīm,Abu 'l-Qāsim,b. Nāsir al-Dawla,,Amīr,Emir,369,c. 379,979,c. 989,,,,Tağlib,Cezire (kısmen),Abū Taghlib,— (Ukaylîler),kardeşi,Musul bölgesinin büyük kısmı kaybedildi; küçük topraklarda,Geç Abbâsî,Sünnî Hanefî,10,3,Bilinmiyor,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Hayır,Hayır,Kardeş
35-004,35,Hamdânîler,2. Halep ve Kuzey Suriye kolu,"'Alī b. 'Abdallāh b. Hamdān, Abū 'l-Hasan Sayf al-Dawla",Sayf al-Dawla,Abu 'l-Hasan,b. 'Abdallāh b. Hamdān,Sayf al-Dawla,Amīr,Emir,333,356,944,967,356,967,d.,Tağlib,Halep,—,Sa'd al-Dawla,—,"Halep kolunun kurucusu; Nāsir al-Dawla'nın kardeşi; Bizans gazâsı; al-Mutanabbī, al-Fārābī hamisi; muhteşem saray; sikke bastı (o)",Geç Abbâsî,Sünnî Hanefî,23,4,Doğal Ölüm,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Hayır,Hayır,
35-005,35,Hamdânîler,2. Halep kolu,Sa'd al-Dawla Sharīf b. Sayf al-Dawla,Sa'd al-Dawla,,b. Sayf al-Dawla,,Amīr,Emir,356,381,967,991,381,991,d.,Tağlib,Halep,Sayf al-Dawla,Sa'īd al-Dawla,oğlu,Fâtımî baskısıyla mücadele; Lu'lu' al-Kābir hadım gulâm naip,Geç Abbâsî,Sünnî Hanefî,24,5,Doğal Ölüm,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Hayır,Hayır,Babadan Oğula
35-006,35,Hamdânîler,2. Halep kolu,"Sa'īd al-Dawla b. Sa'd al-Dawla, Abū 'l-Fadā'il",Sa'īd al-Dawla,Abu 'l-Fadā'il,b. Sa'd al-Dawla,,Amīr,Emir,381,392,991,1002,,,,Tağlib,Halep,Sa'd al-Dawla,'Alī b. Sa'īd al-Dawla,oğlu,Lu'lu' naip; fiili güç hadımda,Geç Abbâsî,Sünnî Hanefî,11,6,Bilinmiyor,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,10,Hayır,Hayır,Babadan Oğula
35-007,35,Hamdânîler,2. Halep kolu,"'Alī b. Sa'īd al-Dawla, Abū 'l-Hasan",'Alī Abu 'l-Hasan,Abu 'l-Hasan,b. Sa'īd al-Dawla,,Amīr,Emir,392,394,1002,1004,,,,Tağlib,Halep,Sa'īd al-Dawla,— (Fâtımî valileri),oğlu,Son Halep Hamdânîsi; Fâtımî egemenliği altında,Geç Abbâsî,Sünnî Hanefî,2,7,Bilinmiyor,Mısır/Şam,Arap,Vasal Devlet,36.34,43.13,11,Hayır,Evet,Babadan Oğula
36-001,36,Mezyed oğulları,,"'Alī b. Mazyad, Nūr al-Dawla",Nūr al-Dawla 'Alī,,b. Mazyad,Nūr al-Dawla,Amīr,Emir,c. 350,408,c. 961,1018,,,,Esed (Asad),Hille / Orta Irak,—,Dubays I,—,Kurucusu; Kufe yakınlarında Bedevî emirlik; sikke bastı (o),Geç Abbâsî,Şiî İsnâaşerî,57,1,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,10,Evet,Hayır,Kurucu
36-002,36,Mezyed oğulları,,"Dubays I b. 'Alī, Abū 'l-A'azz",Dubays I,,b. 'Alī,,Amīr,Emir,408,c. 447,1018,c. 1055,,,,Esed,Hille,Nūr al-Dawla 'Alī,Bahā' al-Dawla Mansūr,oğlu,,Geç Abbâsî,Şiî İsnâaşerî,37,2,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,11,Hayır,Hayır,Babadan Oğula
36-003,36,Mezyed oğulları,,"Mansūr b. Dubays I, Bahā' al-Dawla",Bahā' al-Dawla Mansūr,,b. Dubays I,Bahā' al-Dawla,Amīr,Emir,c. 447,c. 478,c. 1055,c. 1086,,,,Esed,Hille,Dubays I,Sadaqa I,oğlu,Selçuklu tâbiiyetini tanıdı,Geç Abbâsî,Şiî İsnâaşerî,31,3,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,11,Hayır,Hayır,Babadan Oğula
36-004,36,Mezyed oğulları,,"Sadaqa I b. Mansūr, Sayf al-Dawla",Sadaqa I,,b. Mansūr,Sayf al-Dawla,Amīr,Emir,c. 478,501,c. 1086,1108,501,1108,k.,Esed,Hille,Bahā' al-Dawla Mansūr,Dubays II,oğlu,Selçuklu sultanı Muhammed Tapar'a isyan etti; 501/1108 savaşta öldürüldü; Hille'yi genişletti,Geç Abbâsî,Şiî İsnâaşerî,22,4,Öldürüldü,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,11,Hayır,Hayır,Babadan Oğula
36-005,36,Mezyed oğulları,,"Dubays II b. Sadaqa, Nūr al-Dawla",Dubays II,,b. Sadaqa,Nūr al-Dawla,Amīr,Emir,501,529,1108,1135,529,1135,d.,Esed,Hille,Sadaqa I,'Alī II,oğlu,En ünlü Mezyedî; Selçuklularla çekişmeli ilişki; birçok kez sürgün ve geri dönüş,Geç Abbâsî,Şiî İsnâaşerî,27,5,Doğal Ölüm,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,12,Hayır,Hayır,Babadan Oğula
36-006,36,Mezyed oğulları,,'Alī II b. Dubays II,'Alī II,,b. Dubays II,,Amīr,Emir,529,545,1135,1150,,,,Esed,Hille,Dubays II,— (son),oğlu,Son önemli Mezyedî emir,Geç Abbâsî,Şiî İsnâaşerî,15,6,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,32.47,44.42,12,Hayır,Evet,Babadan Oğula
37-001,37,Mervânîler,,"Bād or Bāz al-Kurdī, Abu 'l-Shawk",Bād (Abū Shawk),,,,Amīr,Emir,373,380,983,990,380,990,d.,Kürt (Hemevan),Diyâr-ı Bekr,—,Mümehidüddevle Sa'īd,—,Kurucu; Büveyhî zayıflığından yararlandı; Mayyāfāriqīn'i ele geçirdi,Geç Abbâsî,Sünnî Şâfiî,7,1,Doğal Ölüm,Irak/Cezîre,İranî|Kürt,Vasal Devlet,38.18,41.05,10,Evet,Hayır,Kurucu
37-002,37,Mervânîler,,"Sa'īd b. Bād, Mumahid al-Dawla",Mümehidüddevle Sa'īd,,b. Bād,Mumahid al-Dawla,Amīr,Emir,380,387,990,997,,,,Kürt,Diyâr-ı Bekr,Bād,(vekâlet/karışıklık),oğlu,,Geç Abbâsî,Sünnî Şâfiî,7,2,Bilinmiyor,Irak/Cezîre,İranî|Kürt,Vasal Devlet,38.18,41.05,10,Hayır,Hayır,Babadan Oğula
37-003,37,Mervânîler,,"Ahmad b. Marwān, Nasir al-Dawla, Abu Nasr",Nasrüddevle Ahmed,Abū Nasr,b. Marwān,Nāsir al-Dawla,Amīr,Emir,401,453,1011,1061,453,1061,d.,Kürt,Diyâr-ı Bekr,(öncekiler),Nizâmüddevle Nasr,—,En büyük Mervânî emir; 50 yıl saltanat; kültür ve ilim hamisi; sikke bastı (o),Geç Abbâsî,Sünnî Şâfiî,50,3,Doğal Ölüm,Irak/Cezîre,İranî|Kürt,Vasal Devlet,38.18,41.05,11,Hayır,Hayır,
37-004,37,Mervânîler,,"Nasr b. Ahmad, Nizām al-Dawla",Nizâmüddevle Nasr,,b. Ahmad,Nizām al-Dawla,Amīr,Emir,453,472,1061,1079,,,,Kürt,Diyâr-ı Bekr,Nasrüddevle Ahmed,Mansūr,oğlu,,Geç Abbâsî,Sünnî Şâfiî,18,4,Bilinmiyor,Irak/Cezîre,İranî|Kürt,Vasal Devlet,38.18,41.05,11,Hayır,Hayır,Babadan Oğula
37-005,37,Mervânîler,,Mansūr b. Nasr,Mansūr,,b. Nasr,,Amīr,Emir,472,478,1079,1085,,,,Kürt,Diyâr-ı Bekr,Nizâmüddevle Nasr,— (Selçuklu fethi),oğlu,Son Mervânî; Selçuklu sultanı Melikşah Diyâr-ı Bekr'i fethetti (478/1085),Geç Abbâsî,Sünnî Şâfiî,6,5,Bilinmiyor,Irak/Cezîre,İranî|Kürt,Vasal Devlet,38.18,41.05,11,Hayır,Evet,Babadan Oğula
38-001,38,Ukaylîler,2. Musul kolu,Muhammad b. al-Musayyab al-'Uqaylī,Muhammad b. al-Musayyab,,b. al-Musayyab,,Amīr,Emir,380,386,990,996,,,,Ukaylî (Āmir b. Sa'sa'a),Musul,—,al-Muqallad,—,Musul kolunun kurucusu,Geç Abbâsî,Sünnî Hanefî,6,1,Bilinmiyor,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,10,Evet,Hayır,Kurucu
38-002,38,Ukaylîler,2. Musul kolu,"al-Muqallad b. al-Musayyab, Husām al-Dawla",Husâmüddevle Mukallad,,b. al-Musayyab,Husām al-Dawla,Amīr,Emir,386,391,996,1001,391,1001,k.,Ukaylî,Musul,Muhammad b. al-Musayyab,Qirwāsh,kardeşi,Öldürüldü,Geç Abbâsî,Sünnî Hanefî,5,2,Öldürüldü,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,10,Hayır,Hayır,Kardeş
38-003,38,Ukaylîler,2. Musul kolu,"Qirwāsh b. al-Muqallad, Mu'tamad al-Dawla",Mu'temidüddevle Kırvâş,,b. al-Muqallad,Mu'tamad al-Dawla,Amīr,Emir,391,442,1001,1050,,,o,Ukaylî,Musul,Husâmüddevle Mukallad,Muslim,oğlu,En uzun saltanat; sikke bastı (o); Büveyhîlerle denge; Şiî hutbe okuttu; Fâtımî nüfuzuyla flört etti,Geç Abbâsî,Sünnî Hanefî,49,3,Bilinmiyor,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,11,Hayır,Hayır,Babadan Oğula
38-004,38,Ukaylîler,2. Musul kolu,"Muslim b. Quraysh, Abu 'l-Makārim 'Alam al-Dīn",Muslim b. Quraysh,Abu 'l-Makārim,b. Quraysh,'Alam al-Dīn,Amīr,Emir,453,478,1061,1085,478,1085,k.,Ukaylî,Musul/Halep,(öncekiler),Ibrāhīm,,En güçlü Ukaylî; 472/1080'de Halep'i de aldı (Mirdâsîlerden); Selçuklularla çatışma; savaşta öldürüldü,Geç Abbâsî,Sünnî Hanefî,24,4,Öldürüldü,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,11,Hayır,Hayır,
38-005,38,Ukaylîler,2. Musul kolu,"Ibrāhīm b. Muslim, Abū Muslim",Ibrāhīm b. Muslim,Abū Muslim,b. Muslim,,Amīr,Emir,478,486,1085,1093,,,,Ukaylî,Musul,Muslim b. Quraysh,'Alī,oğlu,Selçuklu baskısı altında,Geç Abbâsî,Sünnî Hanefî,8,5,Bilinmiyor,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,11,Hayır,Hayır,Babadan Oğula
38-006,38,Ukaylîler,2. Musul kolu,'Alī b. Muslim,'Alī b. Muslim,,b. Muslim,,Amīr,Emir,486,489,1093,1096,,,,Ukaylî,Musul,Ibrāhīm,— (Selçuklu fethi),kardeşi,Son Ukaylî Musul emiri; Selçuklular Musul'u aldı,Geç Abbâsî,Sünnî Hanefî,3,6,Bilinmiyor,Irak/Cezîre,Arap,Kabile Konfederasyonu,36.34,43.13,11,Hayır,Evet,Kardeş
39-001,39,Nümeyrîler,,Waththāb b. Sābiq al-Numayrī,Waththāb,,b. Sābiq,,Amīr,Emir,c. 380,c. 401,c. 990,c. 1011,,,,Numayri,Harran/Edessa,—,Shabīb,—,Kurucu; Harran ve Edessa (Urfa) bölgesinde,Geç Abbâsî,Sünnî Hanefî,21,1,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,36.87,39.03,10,Evet,Hayır,Kurucu
39-002,39,Nümeyrîler,,"Shabīb b. Waththāb, Mu'ayyad al-Dawla",Shabīb,,b. Waththāb,Mu'ayyad al-Dawla,Amīr,Emir,c. 401,c. 432,c. 1011,c. 1041,,,,Numayri,Harran/Edessa,Waththāb,Mānī',oğlu,,Geç Abbâsî,Sünnî Hanefî,30,2,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,36.87,39.03,11,Hayır,Hayır,Babadan Oğula
39-003,39,Nümeyrîler,,Mānī' b. Shabīb,Mānī',,b. Shabīb,,Amīr,Emir,c. 432,c. 454,c. 1041,c. 1062,,,,Numayri,Harran,Shabīb,(çeşitli),oğlu,,Geç Abbâsî,Sünnî Hanefî,21,3,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,36.87,39.03,11,Hayır,Hayır,Babadan Oğula
39-004,39,Nümeyrîler,,Shams al-Dawla Sālim b. Mānī',Shams al-Dawla Sālim,,b. Mānī',Shams al-Dawla,Amīr,Emir,c. 454,c. 474,c. 1062,c. 1081,,,,Numayri,Harran,Mānī',— (Selçuklu fethi),oğlu,Son önemli Nümeyrî; Selçuklu ilerleyişi ve ardından Haçlı Edessa Kontluğu bölgeyi değiştirdi,Geç Abbâsî,Sünnî Hanefî,19,4,Bilinmiyor,Irak/Cezîre,Arap,Vasal Devlet,36.87,39.03,11,Hayır,Evet,Babadan Oğula
40-001,40,Karmatîler,,"al-Hasan b. Bahrām al-Jannābī, Abū Sa'īd",Ebû Saîd al-Cennâbî,,b. Bahrām,,Amīr,Emir,273,301,886,913,,,,,al-Ahsā,—,Sa'īd,—,Kurucu; al-Ahsā beyliğini kurdu,Geç Abbâsî,Şiî İsmâilî (Karmatî),27,1,Bilinmiyor,Arap Yarımadası,Arap,Tarikat Devleti,25.38,49.59,9,Evet,Hayır,Kurucu
40-002,40,Karmatîler,,"Sulaymān b. Abī Sa'īd, Abū Tāhir",Ebû Tâhir Süleymân,Abū Tāhir,b. Abī Sa'īd,,Amīr,Emir,305,332,917,944,,,,,al-Ahsā/Irak/Mekke,Sa'īd,(dört kardeş ortak),kardeşi,317/930 Hacerülesved'i çaldı; en aktif ve saldırgan dönem,Geç Abbâsî,Şiî İsmâilî (Karmatî),27,2,Bilinmiyor,Arap Yarımadası,Arap,Tarikat Devleti,25.38,49.59,10,Hayır,Hayır,Kardeş
40-003,40,Karmatîler,,Ahmad b. Abī Sa'īd ve kardeşleri (dört oğul ortak yönetim),Ebû Saîdoğulları (ortak),,,,Amīr,Emirler (ortak),332,361,944,972,,,,,al-Ahsā,Ebû Tâhir,Yūsuf,,Birlikte Sābūr b. Abī Tāhir ile yönettiler,Geç Abbâsî,Şiî İsmâilî (Karmatî),28,3,Bilinmiyor,Arap Yarımadası,Arap,Tarikat Devleti,25.38,49.59,10,Hayır,Hayır,
40-004,40,Karmatîler,,Torunların ortak yönetimi (al-sāda al-ru'asā'),al-Sāda al-ru'asā',,,,Amīr (kolektif),Kolektif yönetim,366,470,977,1078,,,,,al-Ahsā,Yūsuf,— (Uyûnî fethi),,Altı torunun ortak yönetimi; cumhur benzeri yapı; 470/1078 Uyûnîler tarafından fethedildi,Geç Abbâsî,Şiî İsmâilî (Karmatî),101,4,Bilinmiyor,Arap Yarımadası,Arap,Tarikat Devleti,25.38,49.59,11,Hayır,Evet,
41-001,41,Yemen Zeydî İmamları,1. Rassî kolu,"Yahyā b. al-Husayn, al-Hādī ilā 'l-Haqq",al-Hâdî,,b. al-Husayn,al-Hādī ilā 'l-Haqq,İmâm,İmam,284,298,897,911,,,,Hasanî Şerif,Sa'de,—,Muhammad al-Murtadā,—,Kurucu İmam; Sa'de'de yerleşti; Zeydî devletin temeli,Timurlu,Şiî Zeydî,14,1,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,10,Evet,Hayır,Kurucu
41-002,41,Yemen Zeydî İmamları,1. Rassî kolu,"Ahmad b. Yahyā, al-Nāsir",al-Nâsir,,b. Yahyā,al-Nāsir,İmâm,İmam,301,322,913,934,,,,Hasanî Şerif,Sa'de/San'a,Muhammad al-Murtadā,(çeşitli),kardeşi,,Timurlu,Şiî Zeydî,21,2,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,10,Hayır,Hayır,Kardeş
41-003,41,Yemen Zeydî İmamları,1. Rassî kolu,"Ahmad b. Sulaymān, al-Mutawakkil",al-Mütevekkilî Ahmed,,b. Sulaymān,al-Mutawakkil,İmâm,İmam,532,566,1138,1171,566,1171,d.,Hasanî Şerif,San'a,(öncekiler),(Hemdânî işgali),,Kısa canlanma dönemi,Timurlu,Şiî Zeydî,33,3,Doğal Ölüm,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,12,Hayır,Hayır,
41-004,41,Yemen Zeydî İmamları,2. Kāsimî kolu,"al-Qāsim b. Muhammad, al-Mansūr",al-Kāsım al-Mansûr,,b. Muhammad,al-Mansūr,İmâm,İmam,c. 1000,1029,c. 1592,1620,,,,Hasanî Şerif,Yemen,—,Muhammad al-Mu'ayyad,—,Kāsimî kolun kurucusu; Osmanlılara karşı direniş,Timurlu,Şiî Zeydî,28,4,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,17,Hayır,Hayır,
41-005,41,Yemen Zeydî İmamları,2. Kāsimî kolu,"Muhammad b. al-Qāsim, al-Mu'ayyad",al-Müeyyed,,b. al-Qāsim,al-Mu'ayyad,İmâm,İmam,1029,1054,1620,1644,,,,Hasanî Şerif,San'a,al-Kāsım,Ismā'īl,oğlu,Osmanlıları Yemen'den çıkardı (1045/1635),Timurlu,Şiî Zeydî,24,5,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,17,Hayır,Hayır,Babadan Oğula
41-006,41,Yemen Zeydî İmamları,2. Kāsimî kolu,"Yahyā b. Muhammad al-Mansūr, al-Mutawakkil",İmam Yahyâ,,b. Muhammad,al-Mutawakkil,İmâm / Kral,İmam,1322,1367,1904,1948,1367,1948,k.,Hamîdüddîn,San'a,Muhammad al-Mansūr,Ahmad,oğlu,1904-1948; Osmanlılar çekildikten sonra tüm Yemen'de otorite; kapalı toplum; suikastle öldürüldü,Timurlu,Şiî Zeydî,44,6,Öldürüldü,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,20,Hayır,Hayır,Babadan Oğula
41-007,41,Yemen Zeydî İmamları,2. Kāsimî kolu,"Ahmad b. Yahyā, Sayf al-Islām",İmam Ahmed,,b. Yahyā,Sayf al-Islām,İmâm / Kral,İmam,1367,1382,1948,1962,1382,1962,d.,Hamîdüddîn,San'a/Ta'iz,İmam Yahyâ,Badr,oğlu,Son fiili İmam; 1962 askeri darbe,Timurlu,Şiî Zeydî,14,7,Doğal Ölüm,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,20,Hayır,Hayır,Babadan Oğula
41-008,41,Yemen Zeydî İmamları,2. Kāsimî kolu,Badr b. Ahmad,Badr,,b. Ahmad,,İmâm,İmam,1382,1382,1962,1962,,,,Hamîdüddîn,(sürgün),İmam Ahmed,— (Cumhuriyet),oğlu,Cumhuriyetçi güçlerle çatışma; 1970 Yemen Arap Cumhuriyeti,Timurlu,Şiî Zeydî,0,8,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,16.94,43.76,20,Hayır,Evet,Babadan Oğula
42-001,42,Ziyâdîler,,Muhammad b. Ziyād,Muhammed b. Ziyâd,,b. Ziyād,,Vali / Amīr,Emir,203,245,818,859,,,,Arap,Zebîd,—,Ibrāhīm,—,Kurucu; Abbâsî halifesi al-Me'mûn tarafından atandı,Erken Abbâsî,Sünnî Şâfiî,41,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,14.2,43.32,9,Evet,Hayır,Kurucu
42-002,42,Ziyâdîler,,"Ishāq b. Ibrāhīm, Abu 'l-Jaysh",Ebü'l-Ceyş İshâk,Abu 'l-Jaysh,b. Ibrāhīm,,Amīr,Emir,299,371,911,981,,,,Arap,Zebîd,(İbn) Ziyād,'Abdallāh,,En uzun saltanat; Ziyâdî canlanma dönemi,Erken Abbâsî,Sünnî Şâfiî,70,2,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,14.2,43.32,10,Hayır,Hayır,
